,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
06/19/2025,WALMART.COM 80092562BENTONVILLE         AR,-2.36,"W4T0PCNI1WJ 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251710482287166,Merchandise & Supplies-Internet Purchase
06/19/2025,WALMART.COM 80092562BENTONVILLE         AR,-2.32,"WR6FFDC20UY 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251710482291726,Merchandise & Supplies-Internet Purchase
06/18/2025,BACK MARKET         BROOKLYN            NY,424.24,"######CXEZU USED MERCHANDISE
BACK MARKET
BROOKLYN
NY
USED MERCHANDISE",BACK MARKET         BROOKLYN            NY,100 BOGART ST,"BROOKLYN
NY",11206,UNITED STATES,320251690422962445,Merchandise & Supplies-Internet Purchase
06/18/2025,PANDORA @ SAN MARCOSSAN MARCOS          TX,102.84,"8881        410-309-0200
PANDORA @ SAN MARCOS 0001
SAN MARCOS
TX
Description : SPORTS/RIDING APPAR Price : 0.00
410-309-0200",PANDORA @ SAN MARCOSSAN MARCOS          TX,"3939 1H-35 SOUTH
SP 508","SAN MARCOS
TX",78666,UNITED STATES,320251700448568861,Merchandise & Supplies-Arts & Jewelry
06/18/2025,STARBUCKS STORE 2446SAN MARCOS          TX,9.66,"FCF4BAD5090 FAST FOOD RESTAURANT
STARBUCKS STORE 2446
SAN MARCOS
TX
FAST FOOD RESTAURANT",STARBUCKS STORE 2446SAN MARCOS          TX,1303 SOUTH I35,"SAN MARCOS
TX",78666,UNITED STATES,320251700442300391,Restaurant-Bar & Café
06/18/2025,USPS PO 4880750466 0SAN MARCOS          TX,19.15,"16912100366 8002758777
USPS PO 4880750466 001380634
SAN MARCOS
TX
Description : POST SVCS GO Price : 0.1915
8002758777",USPS PO 4880750466 0SAN MARCOS          TX,210 SOUTH STAGECOACH TRL,"SAN MARCOS
TX",78666,UNITED STATES,320251700450201628,Business Services-Mailing & Shipping
06/18/2025,WALMART.COM 80092562BENTONVILLE         AR,37.57,"WAES7Y8H2WW 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251700440659231,Merchandise & Supplies-Internet Purchase
06/16/2025,TARGET        033357SAN MARCOS          TX,0.85,"001600727   612-3044357
TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.0085
612-3044357",TARGET        033357SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320251680394284705,Merchandise & Supplies-Wholesale Stores
06/15/2025,ONLINE PAYMENT - THANK YOU,-325.00,"ONLINE PAYMENT - THANK YOU
",ONLINE PAYMENT - THANK YOU,,,,,320251660321439570,
06/13/2025,H-E-B #243 000000000SAN MARCOS          TX,26.87,"000155915   9999999999
H-E-B #243 000000000879200
SAN MARCOS
TX
9999999999",H-E-B #243 000000000SAN MARCOS          TX,641 EAST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320251650298506132,Merchandise & Supplies-Groceries
06/11/2025,WALMART.COM         BENTONVILLE         AR,-3.82,"WVQ57PXQ1ZX RETAIL
WALMART.COM
BENTONVILLE
AR
RETAIL",WALMART.COM         BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251620211428972,Merchandise & Supplies-Internet Purchase
06/11/2025,WALMART.COM         WALMART.COM         AR,-4.02,"WLKNG0R41SW 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251620234591884,Merchandise & Supplies-Internet Purchase
06/11/2025,WALMART.COM         WALMART.COM         AR,-3.97,"WRMYDTXV1YY 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251620234609983,Merchandise & Supplies-Internet Purchase
06/11/2025,WALMART.COM         WALMART.COM         AR,-2.36,"WC79T8231UN 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251620234629232,Merchandise & Supplies-Internet Purchase
06/11/2025,WALMART.COM         WALMART.COM         AR,-1.36,"W3PBE0JV1TZ 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251620234604929,Merchandise & Supplies-Internet Purchase
06/11/2025,WALMART.COM         WALMART.COM         AR,-0.10,"WE81GHSD1UC 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251620234599393,Merchandise & Supplies-Internet Purchase
06/11/2025,WALMART.COM         WALMART.COM         AR,11.81,"WSNC6BC949R 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251620216767352,Merchandise & Supplies-Internet Purchase
06/10/2025,WALMART.COM         BENTONVILLE         AR,59.11,"W61NRCG742S RETAIL
WALMART.COM
BENTONVILLE
AR
RETAIL",WALMART.COM         BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251620213663557,Merchandise & Supplies-Internet Purchase
06/07/2025,"SHEIN US SERVICES, LKENT                DE",16.95,"######QDUEN FAMILY CLOTHING
SHEIN US SERVICES, LLC._
KENT
DE
FAMILY CLOTHING","SHEIN US SERVICES, LKENT                DE","12 MARINA BOULEVARD
15-01 MBFC T3",SINGAPORE,018982,SINGAPORE,320251580119393521,Merchandise & Supplies-Clothing Stores
06/06/2025,H-E-B #455 000000000SAN MARCOS          TX,26.85,"000069148   9999999999
H-E-B #455 000000000879355
SAN MARCOS
TX
9999999999",H-E-B #455 000000000SAN MARCOS          TX,200 WEST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320251580104966177,Merchandise & Supplies-Groceries
06/06/2025,"SHEIN US SERVICES, LKENT                DE",-13.10,"######QBpRo FAMILY CLOTHING
SHEIN US SERVICES, LLC._
KENT
DE
FAMILY CLOTHING","SHEIN US SERVICES, LKENT                DE","12 MARINA BOULEVARD
15-01 MBFC T3",SINGAPORE,018982,SINGAPORE,320251570088139902,Merchandise & Supplies-Clothing Stores
06/03/2025,WALMART.COM         WALMART.COM         AR,-2.01,"WMPZGSPZEWI 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251540010200092,Merchandise & Supplies-Internet Purchase
06/03/2025,WALMART.COM         WALMART.COM         AR,36.93,"W26Q7HJYDYM 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320251540991661179,Merchandise & Supplies-Internet Purchase
06/02/2025,MOBILE PAYMENT - THANK YOU,-150.00,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320251530956661621,
06/01/2025,UBER,6.27,"FQRKQPMG   TXVHAZKP         78666
Uber Trip
help.uber.com
CA
TXVHAZKP         78666",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320251520933565035,Transportation-Taxis & Coach
05/31/2025,YSI*COUNTRY OAKS    SAN MARCOS          TX,144.13,"292704614   512-637-1689
YSI*COUNTRY OAKS
SAN MARCOS
TX
512-637-1689",YSI*COUNTRY OAKS    SAN MARCOS          TX,"500 NORTH CAPITAL OF TEXAS HWY
BLDG 7","AUSTIN
TX",78746,UNITED STATES,320251520945575820,Business Services-Other Services
05/30/2025,H-E-B #455 000000000SAN MARCOS          TX,22.14,"000527359   9999999999
H-E-B #455 000000000879355
SAN MARCOS
TX
9999999999",H-E-B #455 000000000SAN MARCOS          TX,200 WEST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320251510908965157,Merchandise & Supplies-Groceries
05/29/2025,HOLLISTER CO. 000010NEW ALBANY          OH,68.31,"21183751850 8664261285
HOLLISTER CO. 000010000
NEW ALBANY
OH
Description : CLOTHING STORES Price : 0.6831
8664261285",HOLLISTER CO. 000010NEW ALBANY          OH,6301 FITCH PATH,"NEW ALBANY
OH",43054,UNITED STATES,320251500888192140,Merchandise & Supplies-Internet Purchase
05/29/2025,UBER,8.72,"0P3GRTNK   DT2YEXCE         78666
Uber Trip
help.uber.com
CA
DT2YEXCE         78666",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320251490853717131,Transportation-Taxis & Coach
05/28/2025,MARSHALLS           SAN MARCOS          TX,16.23,"19177273786104330           78666
DISCOUNT STORES
MARSHALLS
SAN MARCOS
TX
DISCOUNT STORES
104330           78666",MARSHALLS           SAN MARCOS          TX,1050 MCKINLEY PLACE DR STE 200,"SAN MARCOS
TX",78666,UNITED STATES,320251490862180359,Merchandise & Supplies-Clothing Stores
05/28/2025,ROSS STORES #1070   SAN MARCOS          TX,59.73,"01070002970 999-999-9999
ROSS STORES #1070
SAN MARCOS
TX
999-999-9999",ROSS STORES #1070   SAN MARCOS          TX,1050 MCKINLEY PLACE DR,"SAN MARCOS
TX",78666,UNITED STATES,320251490855514737,Merchandise & Supplies-Clothing Stores
05/28/2025,"SHEIN US SERVICES, LKENT                DE",13.10,"######PwS8s FAMILY CLOTHING
SHEIN US SERVICES, LLC._
KENT
DE
FAMILY CLOTHING","SHEIN US SERVICES, LKENT                DE","12 MARINA BOULEVARD
15-01 MBFC T3",SINGAPORE,018982,SINGAPORE,320251480837469305,Merchandise & Supplies-Clothing Stores
05/28/2025,UBER,6.66,"CVY7Q1GF   GWNWJZDK         78666
Uber Trip
help.uber.com
CA
GWNWJZDK         78666",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320251480824816329,Transportation-Taxis & Coach
05/27/2025,MOCHAS & JAVAS      San Marcos          TX,9.93,"1E7lNM1HCGH squareup.com/receipts
MOCHAS & JAVAS
San Marcos
TX
squareup.com/receipts",MOCHAS & JAVAS      San Marcos          TX,"700 NORTH LBJ DR
SUITE 100","SAN MARCOS
TX",78666,UNITED STATES,320251470804417239,Restaurant-Bar & Café
05/24/2025,PAYPAL *CAPCUT      15011045312         SG,9.99,"10181041590 15011045312
PAYPAL *CAPCUT
15011045312
SG
Description : GENERAL Price : 0.00
15011045312",PAYPAL *CAPCUT      15011045312         SG,2211 NORTH FIRST ST,"SAN JOSE
CA",95131,UNITED STATES,320251450760482353,Business Services-Internet Services
05/23/2025,H-E-B #455 000000000SAN MARCOS          TX,28.51,"000797554   9999999999
H-E-B #455 000000000879355
SAN MARCOS
TX
9999999999",H-E-B #455 000000000SAN MARCOS          TX,200 WEST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320251440722909959,Merchandise & Supplies-Groceries
05/21/2025,AplPay H-E-B #455 00SAN MARCOS          TX,22.11,"000493015   9999999999
AplPay H-E-B #455 000000000879355
SAN MARCOS
TX
9999999999",AplPay H-E-B #455 00SAN MARCOS          TX,200 WEST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320251420658756337,Merchandise & Supplies-Groceries
05/19/2025,MOBILE PAYMENT - THANK YOU,-151.00,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320251390573368493,
05/19/2025,TARGET        033357SAN MARCOS          TX,1.89,"000726334   612-3044357
TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.0189
612-3044357",TARGET        033357SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320251390580357794,Merchandise & Supplies-Wholesale Stores
05/18/2025,WAL-MART SUPERCENTERSAN MARCOS          TX,45.86,"51390001528 DISCOUNT STORE
WAL-MART SUPERCENTER 404 0404
SAN MARCOS
TX
DISCOUNT STORE",WAL-MART SUPERCENTERSAN MARCOS          TX,1015 HWY 80,"SAN MARCOS
TX",78666,UNITED STATES,320251390584665430,Merchandise & Supplies-Wholesale Stores
05/14/2025,AplPay IC* COSTCO BYSAN FRANCISCO       CA,40.63,"CH_2ROORFXL +18882467822
AplPay IC* COSTCO BY INSTACAR
SAN FRANCISCO
CA
+18882467822",AplPay IC* COSTCO BYSAN FRANCISCO       CA,"50 BEALE ST
6TH FLOOR","SAN FRANCISCO
CA",94105,UNITED STATES,320251350488004404,Merchandise & Supplies-Groceries
05/14/2025,MOBILE PAYMENT - THANK YOU,-350.00,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320251340435391732,
05/14/2025,SWAROVSKI DIGITAL BUCRANSTON            RI,139.64,"######PRwga JEWELRY & WATCHES
SWAROVSKI DIGITAL BUSINESS USA INC
CRANSTON
RI
JEWELRY & WATCHES",SWAROVSKI DIGITAL BUCRANSTON            RI,50 SHARP DR,"CRANSTON
RI",02920,UNITED STATES,320251350487056633,Merchandise & Supplies-Internet Purchase
05/13/2025,TARGET        033357SAN MARCOS          TX,14.72,"000725257   612-3044357
TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.1472
612-3044357",TARGET        033357SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320251340459151610,Merchandise & Supplies-Wholesale Stores
05/11/2025,WAL-MART SUPERCENTERSAN MARCOS          TX,5.58,"51310080698 DISCOUNT STORE
WAL-MART SUPERCENTER 404 0404
SAN MARCOS
TX
DISCOUNT STORE",WAL-MART SUPERCENTERSAN MARCOS          TX,1015 HWY 80,"SAN MARCOS
TX",78666,UNITED STATES,320251310359687724,Merchandise & Supplies-Wholesale Stores
05/09/2025,H-E-B #243 000000000SAN MARCOS          TX,7.69,"000139327   9999999999
H-E-B #243 000000000879200
SAN MARCOS
TX
9999999999",H-E-B #243 000000000SAN MARCOS          TX,641 EAST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320251300331234699,Merchandise & Supplies-Groceries
05/09/2025,SE40581 000000000640SAN MARCOS          TX,9.69,"000527435   5123535072
SE40581 000000000640933
SAN MARCOS
TX
5123535072",SE40581 000000000640SAN MARCOS          TX,1 VALERO WAY,"SAN ANTONIO
TX",78249,UNITED STATES,320251300331130426,Transportation-Fuel
05/09/2025,WAL-MART SUPERCENTERSAN MARCOS          TX,58.60,"51300003635 DISCOUNT STORE
WAL-MART SUPERCENTER 404 0404
SAN MARCOS
TX
DISCOUNT STORE",WAL-MART SUPERCENTERSAN MARCOS          TX,1015 HWY 80,"SAN MARCOS
TX",78666,UNITED STATES,320251300339314607,Merchandise & Supplies-Wholesale Stores
05/07/2025,BALANCE TRANSFER FEE,13.50,"BALANCE TRANSFER FEE
",BALANCE TRANSFER FEE,,,,,320251283269807776,Fees & Adjustments-Fees & Adjustments
05/07/2025,BT 845513739 - CAPITAL ONE,450.00,"BT 845513739 - CAPITAL ONE
",BT 845513739 - CAPITAL ONE,"CENTURION BANK
DUMMY ACCOUNT","SALT LAKE CITY
UT",84184,UNITED STATES OF AMERICA (THE),320251280291196990,Business Services-Banking Services
05/07/2025,SHAI YO THAI CUISINESAN MARCOS          TX,37.98,"85180895128        USFC1SHAI78666
SHAI YO THAI CUISINE &
SAN MARCOS
TX
USFC1SHAI78666",SHAI YO THAI CUISINESAN MARCOS          TX,"700 NORTH LBJ DR
STE 109","SAN MARCOS
TX",78666-4657,UNITED STATES,320251280292636787,Restaurant-Restaurant
